item,category,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
고창군 - 주관적 건강수준인지율,Statistics,48.6,54.5,51.9,50.9,52.2,46.5,49.0,46.5,49.0,55.1,51.4,65.3,47.6,44.3,53.2,40.5
고흥군 - 주관적 건강수준인지율,Statistics,72.3,64.8,73.1,70.1,59.2,57.8,59.5,66.5,60.3,59.7,60.3,70.4,66.4,66.7,48.8,65.3
곡성군 - 주관적 건강수준인지율,Statistics,46.8,53.9,56.8,42.2,43.7,47.1,47.7,41.9,46.1,43.8,45.6,55.7,47.1,42.7,44.3,46.9
공주시 - 주관적 건강수준인지율,Statistics,56.9,51.0,54.5,51.9,46.1,51.4,48.8,50.6,45.1,43.8,48.7,64.0,54.6,47.5,47.5,43.9
과천시 - 주관적 건강수준인지율,Statistics,46.5,48.3,50.1,55.0,54.1,47.3,52.0,51.2,50.7,48.9,54.5,66.2,55.6,58.7,57.7,59.1
관악구 - 주관적 건강수준인지율,Statistics,40.4,46.6,43.2,44.0,41.7,43.2,45.1,41.8,55.8,48.6,40.3,60.7,52.3,60.5,59.3,47.4
광명시 - 주관적 건강수준인지율,Statistics,45.8,45.0,45.8,43.0,43.6,40.6,46.8,43.1,45.7,38.5,50.0,63.7,47.8,54.6,47.1,50.1
광산구 - 주관적 건강수준인지율,Statistics,52.3,50.0,44.3,38.4,40.3,44.4,47.8,44.2,50.6,40.3,41.8,62.5,46.3,47.7,43.9,48.3
광양시 - 주관적 건강수준인지율,Statistics,60.4,45.4,55.4,51.9,55.9,51.2,46.9,46.4,43.1,39.2,41.8,56.3,47.8,47.8,44.6,46.2
광주광역시 - 주관적 건강수준인지율,Statistics,50.3,49.2,43.7,42.0,44.1,42.9,45.9,45.7,46.5,40.9,41.3,60.7,48.6,48.2,50.8,56.7
광주시 - 주관적 건강수준인지율,Statistics,48.4,52.3,47.9,40.9,42.7,52.6,49.8,42.2,49.3,49.1,51.5,70.1,49.8,58.3,65.0,56.7
광진구 - 주관적 건강수준인지율,Statistics,49.3,44.3,48.4,50.5,46.2,64.2,48.2,42.6,49.5,46.0,45.3,60.4,54.1,54.4,52.9,51.5
괴산군 - 주관적 건강수준인지율,Statistics,58.6,49.3,52.5,41.3,46.0,42.7,52.6,49.0,44.1,45.2,46.9,53.5,45.1,52.6,44.2,46.8
구례군 - 주관적 건강수준인지율,Statistics,49.0,63.9,55.0,60.0,53.7,42.2,58.7,64.6,59.4,62.3,60.9,68.2,52.2,57.5,43.6,50.9
구로구 - 주관적 건강수준인지율,Statistics,39.4,46.9,44.4,45.4,44.5,44.1,43.6,41.1,42.4,44.9,38.9,55.5,49.4,48.6,54.4,47.8
구리시 - 주관적 건강수준인지율,Statistics,39.9,38.3,46.2,46.4,45.1,46.7,55.6,56.0,52.1,51.4,50.8,61.2,50.9,52.9,42.8,48.0
구미시 - 주관적 건강수준인지율,Statistics,43.7,40.5,37.4,39.2,40.7,36.3,34.3,38.0,34.1,32.0,33.1,45.8,47.4,42.3,42.8,40.9
군산시 - 주관적 건강수준인지율,Statistics,50.6,61.4,51.1,43.6,40.5,39.7,51.7,43.5,41.4,39.1,42.7,59.8,44.2,51.8,50.0,51.2
군위군 - 주관적 건강수준인지율,Statistics,56.2,53.0,67.1,64.9,55.2,45.2,52.1,50.2,44.8,44.5,34.3,49.0,44.0,65.4,,
군포시 - 주관적 건강수준인지율,Statistics,43.8,44.6,45.3,45.1,41.8,42.9,39.0,44.6,41.5,40.3,31.6,58.2,52.9,48.4,47.6,46.1
금산군 - 주관적 건강수준인지율,Statistics,57.7,72.4,52.3,39.4,52.9,44.9,47.8,46.8,34.5,39.0,34.6,59.1,54.5,52.0,56.1,38.5
금정구 - 주관적 건강수준인지율,Statistics,45.2,53.1,44.2,43.9,44.7,41.1,47.8,48.8,47.0,46.7,41.5,57.8,54.9,50.2,47.1,54.9
금천구 - 주관적 건강수준인지율,Statistics,55.1,51.9,39.3,37.1,41.9,42.4,38.7,42.5,42.3,46.2,41.9,53.6,40.3,46.7,47.6,40.9
기장군 - 주관적 건강수준인지율,Statistics,39.5,52.1,40.9,39.0,39.5,39.9,41.0,40.1,41.7,44.5,37.9,56.7,49.6,45.8,45.1,44.6
김제시 - 주관적 건강수준인지율,Statistics,39.8,50.8,56.4,51.1,36.0,37.8,45.3,45.7,43.3,36.5,40.7,49.1,47.0,43.4,55.3,57.0
김천시 - 주관적 건강수준인지율,Statistics,47.2,46.9,38.7,45.0,50.5,38.3,40.7,49.0,53.5,44.5,42.6,62.0,46.8,50.0,49.5,50.4
김포시 - 주관적 건강수준인지율,Statistics,52.7,56.0,49.9,55.3,49.9,55.7,52.9,51.1,49.3,37.2,34.8,49.8,46.1,47.4,41.1,43.1
김해시 - 주관적 건강수준인지율,Statistics,46.7,36.1,36.0,42.7,35.1,34.3,39.8,41.7,39.0,32.1,34.7,53.4,43.3,41.6,45.8,53.3
나주시 - 주관적 건강수준인지율,Statistics,54.9,59.3,64.2,51.1,56.2,48.0,50.6,47.0,43.5,43.2,40.8,57.6,50.6,52.5,51.5,48.0
남구 - 주관적 건강수준인지율,Statistics,43.4,52.5,47.7,45.4,48.8,46.4,43.7,42.4,41.5,42.5,36.6,45.7,41.6,46.7,42.7,44.7
남동구 - 주관적 건강수준인지율,Statistics,39.9,38.6,44.3,46.1,47.6,39.0,42.2,46.7,38.8,37.9,45.3,51.9,43.3,40.9,44.7,39.7
남양주시 - 주관적 건강수준인지율,Statistics,40.5,41.7,39.9,39.8,41.8,46.9,48.6,43.4,40.2,34.3,42.3,55.6,50.5,52.1,53.9,53.8
남원시 - 주관적 건강수준인지율,Statistics,59.2,57.5,56.0,51.0,45.8,36.4,52.4,44.6,45.1,46.7,38.3,57.9,43.4,48.8,44.8,46.1
남해군 - 주관적 건강수준인지율,Statistics,42.7,48.5,39.9,46.9,42.1,41.0,37.3,42.8,45.7,37.9,36.5,47.6,36.4,47.9,51.0,44.1
노원구 - 주관적 건강수준인지율,Statistics,44.0,43.2,39.9,44.5,42.8,42.6,48.8,46.5,43.7,41.0,41.7,65.3,59.9,54.7,52.3,50.1
논산시 - 주관적 건강수준인지율,Statistics,50.4,56.6,47.6,51.3,50.3,55.4,47.8,45.6,48.1,36.3,43.5,53.9,56.8,61.9,56.3,52.3
단양군 - 주관적 건강수준인지율,Statistics,61.3,64.6,54.8,48.4,58.5,51.4,54.1,44.3,46.4,44.5,46.8,59.4,43.6,52.3,48.2,42.8
달서구 - 주관적 건강수준인지율,Statistics,42.9,45.6,45.2,40.4,41.2,38.9,36.4,41.2,40.6,37.5,39.1,61.0,48.4,49.9,49.5,51.4
달성군 - 주관적 건강수준인지율,Statistics,35.9,40.1,38.9,45.5,42.5,44.7,38.8,42.2,50.8,42.8,40.3,56.4,50.4,54.8,49.1,50.4
담양군 - 주관적 건강수준인지율,Statistics,52.7,60.3,41.4,42.6,53.0,46.5,46.8,55.8,49.5,48.0,45.2,53.6,55.3,53.3,46.7,53.9
당진시 - 주관적 건강수준인지율,Statistics,49.8,57.9,49.1,40.7,34.5,40.7,36.4,42.1,37.1,34.7,36.3,53.9,43.7,43.0,47.2,39.0
대구광역시 - 주관적 건강수준인지율,Statistics,43.9,44.4,43.9,45.4,45.0,41.3,40.4,42.4,41.9,40.5,41.6,57.7,47.4,50.0,48.3,54.1
대덕구 - 주관적 건강수준인지율,Statistics,43.1,60.3,56.7,43.6,51.6,52.8,43.6,41.6,44.8,39.1,40.7,55.3,54.1,60.8,51.6,51.4
대전광역시 - 주관적 건강수준인지율,Statistics,51.3,54.3,59.1,50.0,51.6,48.2,50.1,51.5,51.0,48.0,52.4,63.4,55.2,58.3,59.6,59.7
도봉구 - 주관적 건강수준인지율,Statistics,45.3,43.8,44.4,45.3,44.5,41.9,45.3,38.9,40.5,34.1,40.5,55.2,46.7,53.1,47.6,49.0
동구 - 주관적 건강수준인지율,Statistics,49.8,50.8,49.9,44.2,39.1,39.6,44.3,48.5,33.7,33.3,44.6,50.9,42.9,54.0,54.8,53.0
동대문구 - 주관적 건강수준인지율,Statistics,47.9,49.4,44.6,47.1,45.0,45.7,47.4,45.8,41.9,35.8,39.4,59.7,43.6,50.3,45.8,49.5
동두천시 - 주관적 건강수준인지율,Statistics,39.8,49.4,40.8,47.0,47.9,49.3,45.2,39.6,53.5,54.2,61.2,68.2,57.2,48.9,49.1,44.5
동래구 - 주관적 건강수준인지율,Statistics,46.9,49.4,45.2,46.9,50.3,41.4,50.7,44.1,50.5,52.2,47.2,56.5,55.2,54.0,48.8,48.2
동작구 - 주관적 건강수준인지율,Statistics,43.1,45.1,43.4,43.3,41.5,43.3,41.6,48.8,45.7,32.0,49.7,61.6,54.8,63.0,59.3,46.6
동해시 - 주관적 건강수준인지율,Statistics,50.4,45.6,43.7,44.4,49.9,47.9,45.2,49.9,44.7,39.5,43.8,52.6,43.2,47.7,48.1,42.0
마포구 - 주관적 건강수준인지율,Statistics,49.4,40.1,44.8,40.3,39.6,41.9,47.0,49.9,42.2,59.7,40.1,67.7,59.2,51.0,54.5,44.5
목포시 - 주관적 건강수준인지율,Statistics,41.6,41.9,46.3,46.6,47.2,38.3,43.8,40.1,44.9,48.6,45.7,56.0,49.3,57.4,58.3,49.2
무안군 - 주관적 건강수준인지율,Statistics,50.1,59.6,48.8,47.3,46.7,41.0,46.2,49.0,55.7,51.2,50.8,62.5,48.9,55.2,46.3,46.8
무주군 - 주관적 건강수준인지율,Statistics,52.6,46.6,46.2,45.8,53.6,52.5,39.8,44.8,51.3,44.8,44.1,55.2,49.2,48.5,43.2,43.9
문경시 - 주관적 건강수준인지율,Statistics,45.4,58.3,50.8,49.4,48.4,41.6,40.4,39.2,46.2,37.0,38.8,55.1,49.4,46.3,53.8,51.3
미추홀구 - 주관적 건강수준인지율,Statistics,41.3,51.4,54.6,47.2,49.3,40.7,41.1,39.5,38.7,33.5,37.6,52.4,46.5,44.2,46.6,47.6
밀양시 - 주관적 건강수준인지율,Statistics,48.6,54.9,53.6,43.8,54.0,44.2,43.1,37.4,41.8,37.9,46.0,56.0,59.2,59.6,56.0,56.2
보령시 - 주관적 건강수준인지율,Statistics,44.4,49.0,50.8,41.7,45.6,42.9,42.5,33.8,38.2,41.9,39.2,53.9,45.0,56.4,47.5,53.4
보성군 - 주관적 건강수준인지율,Statistics,60.2,57.9,62.4,59.7,60.4,52.9,47.4,62.9,54.3,52.0,51.7,63.2,53.9,45.4,60.0,50.7
보은군 - 주관적 건강수준인지율,Statistics,50.9,57.3,45.9,38.2,46.9,50.9,59.3,54.2,57.4,42.9,35.2,48.7,41.2,39.9,38.4,40.4
봉화군 - 주관적 건강수준인지율,Statistics,47.4,39.1,39.7,39.8,44.2,39.0,39.8,37.8,37.9,37.8,39.4,52.2,50.7,42.8,53.3,42.9
부산광역시 - 주관적 건강수준인지율,Statistics,48.6,48.6,46.5,45.1,44.7,42.6,44.7,43.3,42.8,40.4,40.4,54.1,46.9,49.5,47.0,47.9
부산진구 - 주관적 건강수준인지율,Statistics,56.0,52.5,46.4,41.6,42.6,39.2,42.2,46.1,37.2,45.9,41.3,53.3,49.7,52.7,56.2,48.5
부안군 - 주관적 건강수준인지율,Statistics,48.9,56.9,48.5,38.9,43.1,43.9,46.5,46.1,43.2,41.3,43.7,55.7,44.4,40.8,42.6,38.5
부여군 - 주관적 건강수준인지율,Statistics,59.0,59.3,63.3,58.9,60.0,47.5,50.2,44.4,50.5,53.8,43.1,60.2,60.4,53.2,43.7,43.5
부천시 - 주관적 건강수준인지율,Statistics,46.7,52.9,47.9,49.2,45.8,45.7,45.5,44.9,46.2,48.1,37.2,52.6,46.8,52.1,49.9,46.1
부평구 - 주관적 건강수준인지율,Statistics,44.3,39.9,39.0,36.6,38.4,36.6,47.6,46.2,46.3,34.8,35.5,47.5,44.1,42.7,39.5,43.6
북구 - 주관적 건강수준인지율,Statistics,43.4,47.3,47.0,49.6,51.3,55.0,47.1,39.1,44.4,42.3,46.3,59.8,42.8,52.3,42.9,49.4
사상구 - 주관적 건강수준인지율,Statistics,43.0,46.2,42.5,38.7,38.3,39.9,41.0,43.1,38.6,34.4,35.0,54.1,39.7,46.6,39.7,44.3
사천시 - 주관적 건강수준인지율,Statistics,49.4,43.6,37.7,38.7,38.5,40.8,39.6,42.1,35.4,44.0,30.5,46.1,43.5,38.2,41.1,38.1
사하구 - 주관적 건강수준인지율,Statistics,46.2,45.3,53.0,44.1,44.0,42.2,42.7,37.7,38.1,34.8,31.9,50.6,48.2,55.4,48.6,50.6
산청군 - 주관적 건강수준인지율,Statistics,51.1,47.2,40.9,46.9,54.9,52.2,39.5,41.3,53.8,47.1,50.8,55.3,45.1,46.7,50.5,53.8
삼척시 - 주관적 건강수준인지율,Statistics,44.4,43.7,49.4,43.4,50.8,39.9,48.6,44.8,50.2,53.0,46.2,56.2,56.2,49.4,45.8,47.1
상주시 - 주관적 건강수준인지율,Statistics,46.9,43.3,50.8,47.8,56.2,48.4,47.0,49.1,48.4,50.4,53.6,59.6,45.1,55.2,51.2,52.1
서구 - 주관적 건강수준인지율,Statistics,50.1,54.1,57.3,57.6,45.6,41.0,47.1,47.2,47.7,43.1,45.7,54.4,48.5,48.8,45.4,51.9
서대문구 - 주관적 건강수준인지율,Statistics,54.5,44.3,44.9,42.6,47.9,45.3,49.7,54.3,52.7,52.5,46.9,65.3,52.0,45.1,45.2,44.0
서산시 - 주관적 건강수준인지율,Statistics,48.1,56.4,41.6,56.2,52.2,41.1,44.2,42.0,44.7,37.3,32.0,50.4,44.7,50.3,42.8,40.5
서울특별시 - 주관적 건강수준인지율,Statistics,49.6,49.4,46.1,46.1,45.9,46.2,47.5,46.9,48.1,45.8,44.5,60.2,52.9,54.5,53.7,51.6
서천군 - 주관적 건강수준인지율,Statistics,59.3,52.9,60.1,44.0,46.5,55.7,45.0,48.6,40.2,41.6,38.9,51.1,55.0,48.3,55.2,43.7
서초구 - 주관적 건강수준인지율,Statistics,48.5,52.2,49.5,50.8,50.3,49.0,51.4,50.3,52.4,54.6,61.7,69.0,58.8,53.6,57.6,55.9
성남시 - 주관적 건강수준인지율,Statistics,57.1,56.8,52.7,49.2,45.9,47.3,50.1,44.6,43.7,45.2,46.1,55.2,48.0,54.4,43.9,46.2
성동구 - 주관적 건강수준인지율,Statistics,52.7,53.0,36.9,52.7,50.7,45.7,48.7,42.9,50.1,40.2,39.9,65.3,52.6,54.4,58.4,57.1
성북구 - 주관적 건강수준인지율,Statistics,57.7,48.5,41.8,43.9,47.5,46.8,48.6,45.0,44.0,41.1,38.3,54.9,46.3,53.2,46.9,50.0
성주군 - 주관적 건강수준인지율,Statistics,54.7,59.8,69.8,59.8,66.2,55.6,46.0,37.6,46.9,53.1,44.2,57.0,49.3,45.8,52.1,46.1
세종특별자치시 - 주관적 건강수준인지율,Statistics,,,,44.4,45.5,45.1,43.1,49.2,48.8,43.6,44.7,50.5,48.9,62.1,49.8,48.1
속초시 - 주관적 건강수준인지율,Statistics,41.8,43.7,54.2,45.7,47.0,42.7,46.5,47.0,57.8,57.5,58.4,65.5,63.6,61.8,52.9,57.0
송파구 - 주관적 건강수준인지율,Statistics,56.4,65.1,52.6,46.0,50.6,47.9,50.6,53.4,59.6,63.2,47.3,61.3,52.5,54.7,57.0,57.0
수성구 - 주관적 건강수준인지율,Statistics,46.5,51.3,50.4,55.9,54.8,47.4,46.1,49.6,46.0,46.1,59.1,67.6,57.4,58.5,55.9,65.8
수영구 - 주관적 건강수준인지율,Statistics,48.5,53.3,46.1,50.9,50.2,45.0,53.2,46.3,43.5,38.4,43.8,52.8,43.7,44.4,48.0,43.0
수원시 - 주관적 건강수준인지율,Statistics,45.5,46.7,42.1,44.1,43.8,44.4,43.8,42.7,43.8,37.8,38.8,57.1,44.7,46.1,44.6,48.4
순창군 - 주관적 건강수준인지율,Statistics,52.6,56.6,62.1,43.5,53.6,50.7,48.3,54.5,54.6,48.1,39.6,60.4,54.9,50.6,55.8,46.6
순천시 - 주관적 건강수준인지율,Statistics,39.4,55.3,55.2,51.7,49.9,48.1,45.2,45.5,43.3,38.9,38.7,58.0,51.5,46.3,38.8,48.8
시흥시 - 주관적 건강수준인지율,Statistics,46.5,45.8,49.9,50.9,48.4,44.1,40.8,39.0,39.2,45.5,39.6,54.0,49.7,49.9,48.4,53.3
신안군 - 주관적 건강수준인지율,Statistics,47.4,46.3,52.0,51.2,57.2,56.4,64.3,57.5,52.7,41.4,56.7,79.4,63.6,48.9,50.2,63.3
아산시 - 주관적 건강수준인지율,Statistics,43.4,53.6,58.3,43.0,51.1,51.7,52.3,55.7,51.1,39.8,40.8,57.2,40.7,53.6,48.8,55.3
안동시 - 주관적 건강수준인지율,Statistics,43.9,35.6,39.0,34.9,38.7,40.2,47.5,42.6,56.9,35.6,37.7,51.6,66.3,39.2,41.2,44.2
안산시 - 주관적 건강수준인지율,Statistics,48.0,46.4,40.7,38.8,40.6,38.2,37.9,38.6,41.9,31.6,32.8,47.3,43.5,44.5,43.8,46.2
안성시 - 주관적 건강수준인지율,Statistics,46.8,42.1,44.9,40.0,41.8,41.7,49.3,43.7,39.7,38.6,38.3,48.8,38.9,44.1,44.8,46.9
안양시 - 주관적 건강수준인지율,Statistics,39.8,45.0,41.7,43.7,44.1,40.6,45.6,42.6,43.6,40.2,37.8,55.3,47.5,52.1,46.7,51.1
양구군 - 주관적 건강수준인지율,Statistics,49.4,54.6,51.6,54.9,49.8,44.7,50.3,48.1,53.4,47.1,45.5,57.7,43.6,51.8,59.8,49.9
양산시 - 주관적 건강수준인지율,Statistics,74.9,51.8,45.8,42.1,47.2,46.6,42.4,47.7,43.7,47.4,38.4,54.5,44.5,52.5,44.4,41.7
양양군 - 주관적 건강수준인지율,Statistics,48.5,45.8,47.5,43.7,45.6,42.0,44.4,40.5,52.3,50.0,55.0,68.0,53.3,58.7,51.2,42.9
양주시 - 주관적 건강수준인지율,Statistics,46.1,45.9,40.4,41.8,41.7,42.1,44.9,49.8,43.3,44.7,38.8,56.9,46.3,42.0,43.4,47.2
양천구 - 주관적 건강수준인지율,Statistics,43.2,44.1,45.6,42.4,47.8,46.7,51.1,48.6,47.9,47.2,47.2,63.2,52.0,57.0,59.3,59.7
양평군 - 주관적 건강수준인지율,Statistics,45.2,52.1,41.9,41.7,51.0,47.5,50.0,46.7,48.3,41.7,45.2,59.2,51.3,53.5,50.7,49.6
여수시 - 주관적 건강수준인지율,Statistics,58.4,55.6,59.5,50.1,48.6,44.7,48.4,39.2,43.7,37.6,44.7,51.2,41.2,59.3,44.7,47.3
여주시 - 주관적 건강수준인지율,Statistics,43.2,49.9,51.5,61.3,44.8,45.8,51.1,47.8,47.4,38.8,59.7,60.1,48.7,45.9,49.7,49.5
연기군 - 주관적 건강수준인지율,Statistics,44.8,43.4,42.7,,,,,,,,,,,,,
연수구 - 주관적 건강수준인지율,Statistics,47.9,45.6,38.0,40.3,41.5,41.7,46.3,45.7,45.8,38.4,40.3,51.5,45.1,48.3,47.8,51.0
연제구 - 주관적 건강수준인지율,Statistics,56.3,43.7,48.2,45.9,41.9,37.3,40.7,43.6,46.9,34.7,37.5,55.2,38.7,44.8,46.0,45.7
연천군 - 주관적 건강수준인지율,Statistics,52.8,42.9,49.4,52.1,64.6,48.4,46.2,57.1,52.0,51.5,37.8,56.3,41.7,48.9,45.2,43.5
영광군 - 주관적 건강수준인지율,Statistics,48.0,44.1,46.3,41.4,40.7,37.6,45.7,42.6,42.1,35.6,51.7,55.6,46.2,57.5,51.1,53.2
영덕군 - 주관적 건강수준인지율,Statistics,58.6,64.4,63.3,51.4,49.8,57.5,59.4,48.4,55.5,52.4,37.1,45.2,44.5,47.4,52.5,56.7
영도구 - 주관적 건강수준인지율,Statistics,53.8,49.8,39.7,49.0,46.3,41.4,40.0,40.6,44.0,42.0,40.0,53.7,36.8,43.2,40.2,45.9
영동군 - 주관적 건강수준인지율,Statistics,52.0,56.3,58.5,52.1,56.0,47.9,52.0,52.3,51.5,46.2,58.7,61.8,48.0,52.3,51.8,48.7
영등포구 - 주관적 건강수준인지율,Statistics,44.6,43.7,41.2,42.9,40.8,46.1,50.6,52.1,54.0,50.8,44.6,49.4,47.2,46.2,55.5,51.1
영암군 - 주관적 건강수준인지율,Statistics,37.0,47.5,53.1,48.1,51.9,53.2,55.7,41.3,47.7,45.0,38.6,48.5,46.5,57.4,42.8,48.4
영양군 - 주관적 건강수준인지율,Statistics,55.8,53.5,44.3,51.1,52.4,42.6,60.0,58.8,43.4,55.3,40.9,54.0,45.7,46.7,43.5,45.3
영월군 - 주관적 건강수준인지율,Statistics,37.1,45.0,52.6,53.4,50.9,47.2,43.1,42.5,41.2,41.6,41.5,53.1,45.5,45.1,48.2,47.8
영주시 - 주관적 건강수준인지율,Statistics,42.9,42.6,36.8,46.4,49.4,44.9,45.4,38.9,36.4,30.1,35.2,54.8,42.9,50.9,42.1,45.2
영천시 - 주관적 건강수준인지율,Statistics,45.9,38.4,40.3,30.8,36.1,35.6,35.6,36.4,35.8,34.7,32.8,51.5,43.1,42.8,41.0,38.5
예산군 - 주관적 건강수준인지율,Statistics,57.5,42.4,46.8,46.0,47.7,50.2,46.4,45.1,43.9,37.2,37.4,49.1,44.3,50.3,42.2,42.3
예천군 - 주관적 건강수준인지율,Statistics,47.1,64.4,56.5,43.0,42.7,35.6,44.7,38.1,43.1,36.0,45.0,51.7,41.6,54.6,57.2,57.1
오산시 - 주관적 건강수준인지율,Statistics,38.1,41.0,40.0,43.5,42.1,37.5,46.1,41.7,42.2,33.2,32.2,51.4,50.8,50.4,43.7,44.0
옥천군 - 주관적 건강수준인지율,Statistics,51.6,43.3,43.1,42.3,38.3,42.7,47.6,42.6,53.5,57.0,47.3,55.5,52.9,51.3,44.4,50.5
옹진군 - 주관적 건강수준인지율,Statistics,56.8,48.8,57.7,52.5,68.9,63.2,48.9,47.8,50.8,40.0,42.3,53.7,42.5,42.7,43.7,45.9
완도군 - 주관적 건강수준인지율,Statistics,56.2,56.1,56.2,61.4,44.5,39.4,43.6,48.7,52.3,54.9,60.7,63.8,54.2,60.9,48.3,53.3
완주군 - 주관적 건강수준인지율,Statistics,59.7,62.8,52.2,51.8,52.8,48.3,40.5,42.0,39.7,34.2,35.6,61.0,45.5,56.0,52.4,51.4
용산구 - 주관적 건강수준인지율,Statistics,65.8,67.0,44.7,43.3,51.6,53.5,56.8,55.1,55.5,55.1,59.9,71.6,54.6,62.7,58.9,67.6
용인시 - 주관적 건강수준인지율,Statistics,40.8,46.2,47.3,46.2,47.3,44.1,45.4,44.3,44.2,41.1,42.0,58.9,51.2,52.8,50.3,56.0
울릉군 - 주관적 건강수준인지율,Statistics,59.1,60.4,45.2,56.7,53.8,47.7,55.2,48.9,49.7,47.0,45.4,38.6,49.4,44.8,47.5,49.9
울산광역시 - 주관적 건강수준인지율,Statistics,45.9,46.3,49.0,46.5,46.1,44.8,43.7,43.6,46.1,47.0,43.8,54.6,48.6,48.2,45.1,46.1
울주군 - 주관적 건강수준인지율,Statistics,46.0,48.6,50.6,52.4,54.9,43.7,51.4,48.3,53.0,60.1,50.2,58.9,52.2,49.8,47.5,48.2
울진군 - 주관적 건강수준인지율,Statistics,38.9,42.6,40.2,42.9,42.3,40.6,44.6,43.2,45.7,36.9,42.8,58.5,51.5,45.8,52.0,42.2
원주시 - 주관적 건강수준인지율,Statistics,38.8,42.8,44.2,38.6,48.3,43.9,41.4,42.4,38.8,42.2,40.6,47.6,46.3,44.1,42.9,41.9
유성구 - 주관적 건강수준인지율,Statistics,54.2,58.7,61.8,55.3,46.7,46.7,48.3,50.7,56.4,48.7,55.2,61.9,54.8,59.2,55.0,55.9
은평구 - 주관적 건강수준인지율,Statistics,48.9,51.5,47.4,49.1,54.0,48.6,48.8,43.7,45.7,38.6,38.9,54.5,60.6,65.7,54.3,46.9
