item,category,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
대구광역시 - 국가지정유산＜br＞(A),Statistics,55.0,59.0,66.0,69.0,71.0,75.0,76.0,86.0,88.0,92.0,97.0,97.0,101.0,103.0,112.0,110.0
대구광역시 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,130.0,130.0,130.0,145.0,150.0,149.0,159.0,163.0,166.0,167.0,173.0,176.0,176.0,180.0,206.0,208.0
대구광역시 - 지정등록유산＜br＞(A+B+C+D),Statistics,193.0,195.0,204.0,222.0,231.0,235.0,246.0,260.0,265.0,270.0,281.0,286.0,290.0,296.0,332.0,332.0
대전광역시 - 국가등록문화유산＜br＞(C),Statistics,17.0,17.0,17.0,16.0,18.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,23.0
대전광역시 - 국가지정유산＜br＞(A),Statistics,4.0,6.0,6.0,6.0,8.0,9.0,10.0,17.0,17.0,19.0,19.0,16.0,16.0,15.0,17.0,16.0
대전광역시 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,,1.0,2.0,2.0
대전광역시 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,137.0,156.0,158.0,173.0,178.0,178.0,177.0,180.0,186.0,189.0,189.0,189.0,193.0,195.0,194.0,194.0
대전광역시 - 지정등록유산＜br＞(A+B+C+D),Statistics,158.0,179.0,181.0,195.0,204.0,208.0,208.0,218.0,224.0,229.0,229.0,227.0,231.0,234.0,236.0,235.0
부산광역시 - 국가등록문화유산＜br＞(C),Statistics,10.0,10.0,11.0,12.0,15.0,17.0,18.0,18.0,18.0,19.0,20.0,22.0,22.0,22.0,22.0,22.0
부산광역시 - 국가지정유산＜br＞(A),Statistics,40.0,39.0,40.0,41.0,46.0,46.0,46.0,65.0,71.0,74.0,78.0,82.0,82.0,82.0,86.0,88.0
부산광역시 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,,2.0,4.0,6.0
부산광역시 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,212.0,227.0,232.0,258.0,280.0,308.0,344.0,358.0,366.0,384.0,406.0,408.0,418.0,429.0,438.0,445.0
부산광역시 - 지정등록유산＜br＞(A+B+C+D),Statistics,262.0,277.0,283.0,311.0,341.0,371.0,408.0,441.0,455.0,477.0,504.0,512.0,522.0,535.0,550.0,561.0
서울특별시 - 국가등록문화유산＜br＞(C),Statistics,88.0,96.0,106.0,144.0,166.0,174.0,177.0,185.0,198.0,203.0,212.0,229.0,235.0,234.0,235.0,232.0
서울특별시 - 국가지정유산＜br＞(A),Statistics,826.0,844.0,864.0,881.0,884.0,905.0,896.0,988.0,997.0,1021.0,1030.0,1039.0,1055.0,1082.0,1084.0,1092.0
서울특별시 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,7.0,11.0,19.0,20.0,20.0
서울특별시 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,399.0,433.0,444.0,459.0,471.0,503.0,516.0,539.0,567.0,584.0,610.0,638.0,669.0,707.0,736.0,774.0
서울특별시 - 지정등록유산＜br＞(A+B+C+D),Statistics,1313.0,1368.0,1414.0,1484.0,1521.0,1582.0,1589.0,1712.0,1762.0,1808.0,1852.0,1913.0,1970.0,2042.0,2075.0,2118.0
세종특별자치시 - 국가등록문화유산＜br＞(C),Statistics,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0
세종특별자치시 - 국가지정유산＜br＞(A),Statistics,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0
세종특별자치시 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,,,,1.0
세종특별자치시 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,,,,35.0,35.0,43.0,37.0,39.0,40.0,40.0,41.0,45.0,45.0,47.0,48.0,53.0
세종특별자치시 - 지정등록유산＜br＞(A+B+C+D),Statistics,,,,38.0,39.0,47.0,41.0,43.0,44.0,44.0,46.0,51.0,52.0,55.0,56.0,62.0
울산광역시 - 국가등록문화유산＜br＞(C),Statistics,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
울산광역시 - 국가지정유산＜br＞(A),Statistics,16.0,16.0,16.0,17.0,15.0,18.0,18.0,22.0,19.0,20.0,20.0,20.0,22.0,22.0,23.0,24.0
울산광역시 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,,,1.0,1.0
울산광역시 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,86.0,87.0,95.0,96.0,104.0,108.0,107.0,113.0,116.0,116.0,121.0,121.0,126.0,128.0,130.0,132.0
울산광역시 - 지정등록유산＜br＞(A+B+C+D),Statistics,107.0,108.0,116.0,118.0,124.0,132.0,131.0,141.0,141.0,142.0,147.0,147.0,154.0,157.0,161.0,164.0
인천광역시 - 국가등록문화유산＜br＞(C),Statistics,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,11.0
인천광역시 - 국가지정유산＜br＞(A),Statistics,58.0,59.0,61.0,63.0,64.0,64.0,64.0,67.0,66.0,68.0,67.0,69.0,70.0,69.0,69.0,69.0
인천광역시 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,4.0,8.0,9.0,10.0
인천광역시 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,149.0,165.0,167.0,170.0,172.0,177.0,186.0,188.0,188.0,188.0,190.0,190.0,190.0,194.0,196.0,198.0
인천광역시 - 지정등록유산＜br＞(A+B+C+D),Statistics,212.0,228.0,233.0,238.0,243.0,248.0,257.0,262.0,262.0,264.0,265.0,268.0,273.0,280.0,283.0,288.0
전국 - 국가등록문화유산＜br＞(C),Statistics,452.0,466.0,485.0,535.0,594.0,657.0,665.0,681.0,724.0,784.0,843.0,896.0,933.0,952.0,959.0,970.0
전국 - 국가지정유산＜br＞(A),Statistics,3237.0,3326.0,3385.0,3459.0,3513.0,3583.0,3622.0,3877.0,3939.0,3999.0,4063.0,4132.0,4220.0,4300.0,4357.0,4409.0
전국 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,7.0,35.0,66.0,84.0,100.0
전국 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,6964.0,7351.0,7543.0,7687.0,7855.0,8027.0,8197.0,8482.0,8663.0,8873.0,9300.0,9416.0,9598.0,9761.0,9881.0,10019.0
전국 - 지정등록유산＜br＞(A+B+C+D),Statistics,10653.0,11143.0,11413.0,11681.0,11962.0,12267.0,12484.0,13040.0,13326.0,13656.0,14206.0,14451.0,14786.0,15079.0,15281.0,15498.0
전라남도 - 국가등록문화유산＜br＞(C),Statistics,67.0,68.0,69.0,70.0,70.0,74.0,74.0,77.0,83.0,100.0,112.0,113.0,115.0,116.0,116.0,119.0
전라남도 - 국가지정유산＜br＞(A),Statistics,341.0,341.0,345.0,353.0,354.0,359.0,364.0,379.0,383.0,382.0,386.0,393.0,401.0,408.0,417.0,424.0
전라남도 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,707.0,723.0,732.0,735.0,739.0,738.0,746.0,752.0,757.0,770.0,764.0,764.0,779.0,788.0,811.0,825.0
전라남도 - 지정등록유산＜br＞(A+B+C+D),Statistics,1115.0,1134.0,1146.0,1158.0,1163.0,1171.0,1184.0,1208.0,1223.0,1252.0,1262.0,1270.0,1295.0,1312.0,1344.0,1368.0
전북특별자치도 - 국가등록문화유산＜br＞(C),Statistics,45.0,45.0,45.0,46.0,48.0,58.0,59.0,59.0,60.0,68.0,86.0,88.0,89.0,91.0,91.0,92.0
전북특별자치도 - 국가지정유산＜br＞(A),Statistics,178.0,177.0,177.0,178.0,178.0,181.0,187.0,195.0,196.0,202.0,210.0,213.0,222.0,228.0,230.0,234.0
전북특별자치도 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,7.0,7.0,11.0,12.0
전북특별자치도 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,512.0,524.0,549.0,533.0,579.0,587.0,597.0,577.0,621.0,636.0,606.0,617.0,640.0,662.0,672.0,674.0
전북특별자치도 - 지정등록유산＜br＞(A+B+C+D),Statistics,735.0,747.0,771.0,757.0,805.0,826.0,843.0,831.0,877.0,906.0,902.0,918.0,958.0,988.0,1004.0,1012.0
제주특별자치도 - 국가등록문화유산＜br＞(C),Statistics,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,24.0,24.0,25.0,26.0,26.0,26.0,26.0
제주특별자치도 - 국가지정유산＜br＞(A),Statistics,63.0,65.0,72.0,75.0,78.0,78.0,79.0,83.0,85.0,86.0,85.0,86.0,87.0,87.0,86.0,86.0
제주특별자치도 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,,9.0,9.0,11.0
제주특별자치도 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,109.0,114.0,134.0,135.0,120.0,120.0,121.0,273.0,277.0,277.0,279.0,280.0,280.0,282.0,282.0,283.0
제주특별자치도 - 지정등록유산＜br＞(A+B+C+D),Statistics,193.0,200.0,227.0,231.0,219.0,220.0,222.0,378.0,385.0,387.0,388.0,391.0,393.0,404.0,403.0,406.0
충청남도 - 국가등록문화유산＜br＞(C),Statistics,33.0,34.0,38.0,43.0,43.0,50.0,52.0,51.0,54.0,60.0,61.0,61.0,74.0,76.0,77.0,77.0
충청남도 - 국가지정유산＜br＞(A),Statistics,207.0,205.0,208.0,210.0,212.0,216.0,218.0,241.0,249.0,256.0,258.0,260.0,264.0,264.0,265.0,268.0
충청남도 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,2.0,3.0,3.0,4.0
충청남도 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,677.0,723.0,740.0,711.0,726.0,731.0,730.0,743.0,743.0,745.0,757.0,760.0,767.0,769.0,772.0,794.0
충청남도 - 지정등록유산＜br＞(A+B+C+D),Statistics,917.0,966.0,986.0,964.0,981.0,997.0,1000.0,1035.0,1046.0,1061.0,1076.0,1081.0,1107.0,1112.0,1117.0,1143.0
충청북도 - 국가등록문화유산＜br＞(C),Statistics,21.0,22.0,22.0,22.0,23.0,23.0,23.0,27.0,28.0,29.0,29.0,30.0,31.0,31.0,32.0,32.0
충청북도 - 국가지정유산＜br＞(A),Statistics,159.0,161.0,163.0,155.0,153.0,153.0,168.0,174.0,183.0,184.0,183.0,184.0,185.0,186.0,188.0,190.0
충청북도 - 시도등록문화유산(D),Statistics,,,,,,,,,,,,,,2.0,4.0,6.0
충청북도 - 시도지정유산＜br＞(B)(문화･자연유산자료 포함),Statistics,485.0,508.0,525.0,543.0,554.0,562.0,565.0,566.0,575.0,584.0,595.0,621.0,623.0,628.0,627.0,631.0
충청북도 - 지정등록유산＜br＞(A+B+C+D),Statistics,665.0,692.0,710.0,720.0,730.0,738.0,756.0,767.0,786.0,797.0,807.0,835.0,839.0,847.0,851.0,859.0
